,close,spread,timestamp
226,9880,0.8,1568881800
227,9881.34,0.91,1568882700
228,9893.06,0.69,1568883600
229,9863.48,-0.52,1568884500
230,9880.07,0.99,1568885400
231,9878.01,0.92,1568886300
232,9859.79,0.09,1568887200
233,9839.8,-2.27,1568888100
234,9848.19,1.41,1568889000
235,9849.33,0.63,1568889900
236,9860.15,1.83,1568890800
237,9854.22,4.22,1568891700
238,9846,1.53,1568892600
239,9857.56,1.06,1568893500
240,9855.48,1.04,1568894400
241,9868.41,0.21,1568895300
242,9882.83,-0.14,1568896200
243,9874.22,1.21,1568897100
244,9866.79,0.52,1568898000
245,9868.27,-1.73,1568898900
246,9874,1.51,1568899800
247,9862.36,1.67,1568900700
248,9858.02,-0.07,1568901600
249,9857.29,1.56,1568902500
250,9854.7,-0.6,1568903400
251,9853.59,1.22,1568904300
252,9866.54,2.27,1568905200
253,9862.04,-0.03,1568906100
254,9879.69,0.57,1568907000
255,9882,1.64,1568907900
256,9923.09,0.91,1568908800
257,9966.21,2.63,1568909700
258,10026.52,0.46,1568910600
259,10032.96,2.13,1568911500
260,10076.36,49.76,1568912400
261,10048.81,2.67,1568913300
262,10031.47,1.32,1568914200
263,10019.83,0.91,1568915100
264,10022.85,1.04,1568916000
265,10044.3,0.85,1568916900
266,10023.83,0.93,1568917800
267,10029.25,1.66,1568918700
268,10018.92,-3.17,1568919600
269,10027.98,3.33,1568920500
270,10038.78,0.53,1568921400
271,10086.42,-0.56,1568922300
272,10254.54,4.54,1568923200
273,10256.41,3.24,1568924100
274,10223.22,0.01,1568925000
275,10238.77,2.15,1568925900
276,10260.26,11.56,1568926800
277,10274.94,-0.29,1568927700
278,10266.43,3.62,1568928600
279,10239.41,0.36,1568929500
280,10221.27,1.27,1568930400
281,10240,16.76,1568931300
282,10232.07,-0.37,1568932200
283,10209.45,1.81,1568933100
284,10214.73,-10.27,1568934000
285,10230.51,1.94,1568934900
286,10237.37,2.37,1568935800
287,10244.29,8.99,1568936700
288,10239.02,-0.98,1568937600
289,10241.96,-5.84,1568938500
290,10245.93,0.79,1568939400
291,10224,0.89,1568940300
292,10218.84,-13.97,1568941200
293,10235.46,0.42,1568942100
294,10229.32,2.37,1568943000
295,10196.4,0.7,1568943900
296,10209.48,0.82,1568944800
297,10198.55,1.17,1568945700
298,10182.91,-1.34,1568946600
299,10175.43,0.09,1568947500
300,10197.18,1.42,1568948400
301,10179.25,0.18,1568949300
302,10217.69,2.94,1568950200
303,10213.72,-1.04,1568951100
304,10201.47,0.27,1568952000
305,10195.87,-0.64,1568952900
306,10220.81,0.33,1568953800
307,10199.19,0.22,1568954700
308,10188.63,-1.52,1568955600
309,10184.46,0.32,1568956500
310,10172.06,1.15,1568957400
311,10160,-1.05,1568958300
312,10184.07,-1.46,1568959200
313,10166.95,1.94,1568960100
314,10164.76,4.83,1568961000
315,10169.86,1.56,1568961900
316,10179.33,0.45,1568962800
317,10179,0.7,1568963700
318,10154.34,-3.89,1568964600
319,10157.22,0.77,1568965500
320,10165.54,-4.1,1568966400
321,10165.47,0.4,1568967300
322,10150.27,-0.39,1568968200
323,10140.95,1.37,1568969100
324,10135.98,0.78,1568970000
325,10143.19,0.4,1568970900
326,10140,0.62,1568971800
327,10144.17,0,1568972700
328,10159.43,0.44,1568973600
329,10171.34,-1.22,1568974500
330,10170.9,0.21,1568975400
331,10150,-5.56,1568976300
332,10146.01,0.39,1568977200
333,10155.58,0.68,1568978100
334,10155.95,1.05,1568979000
335,10172.75,-0.97,1568979900
336,10200,1,1568980800
337,10192.83,0.95,1568981700
338,10195,3.36,1568982600
339,10217.72,9.48,1568983500
340,10199.99,0.72,1568984400
341,10193.98,0.22,1568985300
342,10170.47,-1.51,1568986200
343,10180,-1.25,1568987100
344,10162.95,1.33,1568988000
345,10181.27,0.36,1568988900
346,10188.31,0.58,1568989800
347,10178.95,0.76,1568990700
348,10167.58,-3.36,1568991600
349,10157.09,0.56,1568992500
350,10173.33,1.29,1568993400
351,10179.82,-0.84,1568994300
352,10187.43,-1,1568995200
353,10160,0.38,1568996100
354,10163.13,0.12,1568997000
355,10107.7,2.4,1568997900
356,10145.95,2.17,1568998800
357,10137.98,0.1,1568999700
358,10116.69,-0.39,1569000600
359,10121.8,-0.41,1569001500
360,10157.17,1.55,1569002400
361,10158.55,1.07,1569003300
362,10152.05,1.22,1569004200
363,10157.92,0.85,1569005100
364,10177.99,2.57,1569006000
365,10158.69,-0.05,1569006900
366,10179.84,1.56,1569007800
367,10161.53,-0.07,1569008700
368,10156.83,1.11,1569009600
369,10152.64,0.49,1569010500
370,10151.94,0.42,1569011400
371,10145.24,0.79,1569012300
372,10130.56,-0.1,1569013200
373,10143.62,2.03,1569014100
374,10126.69,2.69,1569015000
375,10131.77,1.2,1569015900
376,10148,1.82,1569016800
377,10151,1.28,1569017700
378,10147.72,2.57,1569018600
379,10136.02,-0.04,1569019500
380,10164,0.01,1569020400
381,10171.85,-0.41,1569021300
382,10177.61,3.62,1569022200
383,10168.59,3.19,1569023100
384,10148.73,0.9,1569024000
385,10157.96,9.66,1569024900
386,10157.56,0.96,1569025800
387,10158.48,3.75,1569026700
388,10159.21,-0.04,1569027600
389,10160.46,-5.42,1569028500
390,10159.23,1.29,1569029400
391,10148.46,-1.2,1569030300
392,10150.02,-0.09,1569031200
393,10157.36,4.49,1569032100
394,10145.36,0.11,1569033000
395,10123.75,-3.92,1569033900
396,10127.14,3.33,1569034800
397,10130.55,3.05,1569035700
398,10129,-0.36,1569036600
399,10125.64,-1.2,1569037500
400,10106.55,2.46,1569038400
401,10102.56,2.47,1569039300
402,10093.12,-0.71,1569040200
403,10092.95,-0.05,1569041100
404,10103.09,15.41,1569042000
405,10086.09,-1.19,1569042900
406,10099.48,8.03,1569043800
407,10099.47,1.96,1569044700
408,10079.33,-14.26,1569045600
409,10037.42,-4.82,1569046500
410,10061.29,2.78,1569047400
411,10059.96,2.05,1569048300
412,10081,7,1569049200
413,10086.78,2.18,1569050100
414,10080.17,13.99,1569051000
415,10081.42,1.53,1569051900
416,10062.79,-1.93,1569052800
417,10028.35,15.54,1569053700
418,10031.45,8.76,1569054600
419,10034.6,-0.06,1569055500
420,10030.88,5.14,1569056400
421,10051,0.87,1569057300
422,10018.74,1.94,1569058200
423,10000.34,2.25,1569059100
424,10032.93,3.42,1569060000
425,10017.51,-0.48,1569060900
426,10013,2.83,1569061800
427,9994.24,1.13,1569062700
428,10015.99,1.85,1569063600
429,9992.8,-22.95,1569064500
430,10020.48,3.35,1569065400
431,10046.56,-0.04,1569066300
432,10024.14,1.9,1569067200
433,10013.62,1.01,1569068100
434,9910,-45.02,1569069000
435,9979.71,10.07,1569069900
436,9961.1,0.6,1569070800
437,9966.5,-6,1569071700
438,9997.27,0.27,1569072600
439,10013.97,28.09,1569073500
440,9991.65,1.35,1569074400
441,9986.44,-19.73,1569075300
442,10005.57,1.36,1569076200
443,9996.63,5.09,1569077100
444,10018.5,-0.24,1569078000
445,10026.51,4.33,1569078900
446,10053.73,5.03,1569079800
447,10037.09,6.64,1569080700
448,10026.51,1.44,1569081600
449,10000.25,-7.37,1569082500
450,10001.22,1.98,1569083400
451,10004.67,11.08,1569084300
452,9981.22,2.19,1569085200
453,9995,2.31,1569086100
454,9990.39,-0.05,1569087000
455,9976.78,-0.04,1569087900
456,9986.45,17.65,1569088800
457,9988.22,-0.03,1569089700
458,9994.83,0.07,1569090600
459,9992.55,1.05,1569091500
460,9995.4,0.29,1569092400
461,10008.51,-0.18,1569093300
462,9997.13,-0.37,1569094200
463,10016.73,-0.07,1569095100
464,10004.44,2.45,1569096000
465,9986.7,1.65,1569096900
466,9979.2,-0.8,1569097800
467,9978.63,2.85,1569098700
468,9982.9,2.9,1569099600
469,9966.67,0.52,1569100500
470,9979.65,2.71,1569101400
471,9980.81,1.75,1569102300
472,9966.69,0.14,1569103200
473,9981.01,9.45,1569104100
474,9997.11,2.25,1569105000
475,9980.01,-0.57,1569105900
476,10001.94,-0.24,1569106800
477,10002.52,-6.83,1569107700
478,9995.49,-0.61,1569108600
479,9986.39,3.06,1569109500
480,9978.68,-15.79,1569110400
481,9971.14,1.16,1569111300
482,9962.06,-14.13,1569112200
483,9960,0.01,1569113100
484,9941.35,-10.65,1569114000
485,9911.19,2.32,1569114900
486,9917.29,19.13,1569115800
487,9905.51,-0.36,1569116700
488,9924.31,14.31,1569117600
489,9934.13,1.35,1569118500
490,9924.1,2.31,1569119400
491,9922.46,1.29,1569120300
492,9917.79,0.53,1569121200
493,9912.01,-6.35,1569122100
494,9907.31,2.76,1569123000
495,9873.17,-29.11,1569123900
496,9890.37,-1.93,1569124800
497,9870.26,0.08,1569125700
498,9891.96,1.66,1569126600
499,9897.63,-0.23,1569127500
500,9909.99,5.92,1569128400
501,9912.2,2.61,1569129300
502,9953.83,-10.33,1569130200
503,9937.28,-0.15,1569131100
504,9935.69,-8.31,1569132000
505,9931.37,-0.06,1569132900
506,9937.79,15.54,1569133800
507,9933,1.67,1569134700
508,9960.8,29.84,1569135600
509,9951.79,2.17,1569136500
510,10010.83,61.44,1569137400
511,10026.57,3.04,1569138300
512,10050.8,0.51,1569139200
513,10029.34,2.37,1569140100
514,10025.8,0,1569141000
515,10013.5,-1.57,1569141900
516,10001.48,0.23,1569142800
517,9984.1,-11.9,1569143700
518,9999.74,1.58,1569144600
519,10023.57,19.02,1569145500
520,10026.43,2.9,1569146400
521,10002.73,-13.97,1569147300
522,10008.03,2,1569148200
523,9999.97,2.31,1569149100
524,10020,3.69,1569150000
525,10001.21,1.84,1569150900
526,9998.03,-1.95,1569151800
527,10003.44,1.61,1569152700
528,10020.53,5.53,1569153600
529,10022.55,2.14,1569154500
530,10048.64,6.6,1569155400
531,10033.47,-0.07,1569156300
532,10035.98,-6.02,1569157200
533,10020.61,-2.55,1569158100
534,9995.25,-1.76,1569159000
535,9986.24,7.19,1569159900
536,9960.58,0,1569160800
537,9975.01,11.25,1569161700
538,9969.5,0.87,1569162600
539,9987.46,3.71,1569163500
540,9985.75,0.48,1569164400
541,9974.36,-0.3,1569165300
542,9963.99,-0.07,1569166200
543,9990.64,15.34,1569167100
544,9995,-2.95,1569168000
545,10010.01,23.3,1569168900
546,9990.02,1.63,1569169800
547,10013.93,13.49,1569170700
548,10002.66,1.59,1569171600
549,10017.69,1.56,1569172500
550,10004.53,-15.45,1569173400
551,9993.95,1.45,1569174300
552,9979.98,2.63,1569175200
553,9982.81,2.81,1569176100
554,9992.38,-0.51,1569177000
555,9974.26,0.32,1569177900
556,9982.85,11.48,1569178800
557,9978.68,0.78,1569179700
558,9989.07,8.29,1569180600
559,9990.04,2.56,1569181500
560,10000.25,5.25,1569182400
561,10007.08,1.16,1569183300
562,10022.36,4.74,1569184200
563,10013.71,0.43,1569185100
564,10016.71,-3.29,1569186000
565,10013.42,2.98,1569186900
566,10044.99,24.37,1569187800
567,10054.32,7.19,1569188700
568,10040.41,0.34,1569189600
569,10029.67,8.52,1569190500
570,10030,0.36,1569191400
571,10041.95,6.73,1569192300
572,10026.28,2.04,1569193200
573,10053.64,9.48,1569194100
574,10045.86,0.52,1569195000
575,10028.87,-4.96,1569195900
576,10044.62,1.6,1569196800
577,10010,-4.94,1569197700
578,10010.36,-1.64,1569198600
579,9990.82,0.62,1569199500
580,10002.11,1.17,1569200400
581,9990.46,-16.88,1569201300
582,9971.44,0.3,1569202200
583,9986.48,-0.52,1569203100
584,9992.82,-5.17,1569204000
585,9982.52,2.33,1569204900
586,9977.25,-6.65,1569205800
587,9968.37,-1.31,1569206700
588,9947.33,-7.67,1569207600
589,9972.54,1.27,1569208500
590,9963.27,3.21,1569209400
591,9980.27,4.69,1569210300
592,9976.96,1.38,1569211200
593,9985.71,1.9,1569212100
594,9972.82,2.21,1569213000
595,9979.13,-0.1,1569213900
596,9970.26,0.25,1569214800
597,9965.71,1.23,1569215700
598,9947.59,-6.63,1569216600
599,9955.62,0.44,1569217500
600,9921.61,6.48,1569218400
601,9899.84,0.76,1569219300
602,9907.75,-4.1,1569220200
603,9919.66,-1.83,1569221100
604,9919.86,3.67,1569222000
605,9921.1,-0.06,1569222900
606,9910.25,0.18,1569223800
607,9908.94,8.72,1569224700
608,9931.73,0.72,1569225600
609,9940.02,7.1,1569226500
610,9933.55,-0.03,1569227400
611,9937.91,6.96,1569228300
612,9949.53,1.35,1569229200
613,9946.61,-4.02,1569230100
614,9963.41,0.24,1569231000
615,9952.02,-12.42,1569231900
616,9937,0.19,1569232800
617,9937,4.93,1569233700
618,9922.58,-0.06,1569234600
619,9922.56,2.36,1569235500
620,9936.15,-0.1,1569236400
621,9946.16,1.15,1569237300
622,9927.56,-0.07,1569238200
623,9915.08,-12.73,1569239100
624,9899.43,-4.57,1569240000
625,9907.17,4.41,1569240900
626,9915.77,1,1569241800
627,9921.86,-3.1,1569242700
628,9919.09,0.69,1569243600
629,9902.42,-17.69,1569244500
630,9906.41,1.95,1569245400
631,9905.29,5.58,1569246300
632,9902.05,0.61,1569247200
633,9856.53,-44.57,1569248100
634,9845.63,-1.23,1569249000
635,9909.82,1.36,1569249900
636,9892.32,1.57,1569250800
637,9869.49,-7.1,1569251700
638,9871.27,1.27,1569252600
639,9867.01,-0.05,1569253500
640,9844.89,-3.11,1569254400
641,9838.59,2.59,1569255300
642,9826.6,-0.5,1569256200
643,9813.5,11.75,1569257100
644,9826.95,1.01,1569258000
645,9815.65,-7.42,1569258900
646,9801.62,-2.29,1569259800
647,9792.37,2.37,1569260700
648,9812.35,-4.63,1569261600
649,9819.49,1.53,1569262500
650,9833.04,8.63,1569263400
651,9827.12,0.67,1569264300
652,9826.94,10.54,1569265200
653,9824.61,2.32,1569266100
654,9818.87,1.17,1569267000
655,9806.08,-11.43,1569267900
656,9795,2.82,1569268800
657,9798.54,6.07,1569269700
658,9795.07,0.69,1569270600
659,9774.12,2.53,1569271500
660,9741.08,5.93,1569272400
661,9799.7,89.57,1569273300
662,9731.87,-0.07,1569274200
663,9753.15,32.16,1569275100
664,9669.7,2.5,1569276000
665,9667.11,-17.55,1569276900
666,9695.99,0.99,1569277800
667,9716.3,22.19,1569278700
668,9717.82,1.66,1569279600
669,9723.38,-1.61,1569280500
670,9695.8,1.02,1569281400
671,9702.25,3.1,1569282300
672,9643.29,1.3,1569283200
673,9703.05,23.05,1569284100
674,9711.76,3.52,1569285000
675,9747.36,17.36,1569285900
676,9765.99,-2.83,1569286800
677,9753.15,-22.94,1569287700
678,9748.44,1.13,1569288600
679,9725.15,-10.7,1569289500
680,9745.06,-0.43,1569290400
681,9743.74,2.45,1569291300
682,9733.53,1.71,1569292200
683,9720.56,2.3,1569293100
684,9706.91,0.54,1569294000
685,9723.45,26.15,1569294900
686,9731.58,0.73,1569295800
687,9719.98,8.05,1569296700
688,9707.5,0.27,1569297600
689,9719.46,12.3,1569298500
690,9733.1,0.03,1569299400
691,9722.61,-5.1,1569300300
692,9726.37,0.18,1569301200
693,9747.13,20.14,1569302100
694,9744.87,1.64,1569303000
695,9765.02,13.58,1569303900
696,9780.94,2.43,1569304800
697,9760.5,-13.27,1569305700
698,9756.92,0.12,1569306600
699,9739.53,-16.04,1569307500
700,9755,2.55,1569308400
701,9739.92,-0.42,1569309300
702,9749.69,0.18,1569310200
703,9755.74,5.15,1569311100
704,9746.61,0.66,1569312000
705,9724.93,-17.04,1569312900
706,9713.3,0.87,1569313800
707,9722.97,15.43,1569314700
708,9714.71,-0.03,1569315600
709,9733.08,1.77,1569316500
710,9739.46,-0.01,1569317400
711,9733.66,-9.44,1569318300
712,9733.17,0.54,1569319200
713,9718.49,-9.86,1569320100
714,9724.35,0.76,1569321000
715,9734.65,-3.15,1569321900
716,9763.68,1.39,1569322800
717,9750.04,0.6,1569323700
718,9710.84,0.64,1569324600
719,9726.04,-1.55,1569325500
720,9702.56,-2.54,1569326400
721,9695,-7.28,1569327300
722,9692.7,-0.18,1569328200
723,9684.49,0.08,1569329100
724,9648.88,0.94,1569330000
725,9656.95,7.89,1569330900
726,9602.29,-0.03,1569331800
727,9632.9,-1.62,1569332700
728,9590.84,2.32,1569333600
729,9577.99,7.58,1569334500
730,9534.25,-0.16,1569335400
731,9522.05,-9.24,1569336300
732,9434.28,-2.27,1569337200
733,9539.24,-20.83,1569338100
734,9519.63,3.39,1569339000
735,9527.31,16.9,1569339900
736,9585,-0.44,1569340800
737,9567.16,7.16,1569341700
738,9535.76,-0.02,1569342600
739,9504.47,1.49,1569343500
740,9503.41,8.64,1569344400
741,9524.6,3.78,1569345300
742,9485.81,1.65,1569346200
743,9484.55,1.81,1569347100
744,9466.43,-12.33,1569348000
745,9438.69,3.41,1569348900
746,9355.51,-67.84,1569349800
747,8635.95,29.88,1569350700
748,8680.62,65.57,1569351600
749,8567.4,0.95,1569352500
750,7846.93,-728.99,1569353400
751,8367.78,11.97,1569354300
752,8310.3,-15.68,1569355200
753,8399.5,6.1,1569356100
754,8390.13,-20.38,1569357000
755,8564.87,2.81,1569357900
756,8563.69,64.78,1569358800
757,8561,-0.07,1569359700
758,8703.76,101.91,1569360600
759,8636.77,-2.71,1569361500
760,8640,-30.32,1569362400
761,8634.1,0.4,1569363300
762,8686,27.17,1569364200
763,8656.76,-1.26,1569365100
764,8680.08,-28.63,1569366000
765,8686.48,-0.05,1569366900
766,8526.56,-131.43,1569367800
767,8493.14,-2.69,1569368700
768,8559.99,-25.92,1569369600
769,8619.46,2.14,1569370500
770,8634.33,-17.68,1569371400
771,8674.46,1.33,1569372300
772,8648.04,-66.59,1569373200
773,8634.09,-1.14,1569374100
774,8681.44,19.81,1569375000
775,8696.24,2.38,1569375900
776,8712.38,12.53,1569376800
777,8648.38,1.93,1569377700
778,8594.07,-38.76,1569378600
779,8589.45,2.41,1569379500
780,8595.64,-25.9,1569380400
781,8608,0.91,1569381300
782,8611.45,-2.17,1569382200
783,8565.61,0,1569383100
784,8522.64,-39.63,1569384000
785,8452.5,2.28,1569384900
786,8489.25,35.06,1569385800
787,8504.41,1.82,1569386700
788,8465.83,-2.4,1569387600
789,8466.02,-0.87,1569388500
790,8485.13,3.43,1569389400
791,8494.55,3.25,1569390300
792,8518.27,14.89,1569391200
793,8520,-0.07,1569392100
794,8496.09,-1.41,1569393000
795,8457.02,-0.48,1569393900
796,8462.25,1.44,1569394800
797,8388.66,5.34,1569395700
798,8349.99,-38,1569396600
799,8328.16,5.81,1569397500
800,8361.3,58.82,1569398400
801,8309.15,4.15,1569399300
802,8277.8,-23.59,1569400200
803,8251.15,0.79,1569401100
804,8342.28,45.67,1569402000
805,8346.18,2.49,1569402900
806,8359.05,-9.24,1569403800
807,8392.57,0.08,1569404700
808,8432.34,27.09,1569405600
809,8395.02,-1.98,1569406500
810,8368,4.69,1569407400
811,8417.34,17.42,1569408300
812,8396.26,-0.01,1569409200
813,8356.6,1.6,1569410100
814,8351.92,5.07,1569411000
815,8326.64,-13.8,1569411900
816,8284.94,1.93,1569412800
817,8311.4,24.99,1569413700
818,8334.38,1.99,1569414600
819,8304.71,11.88,1569415500
820,8412.93,2.93,1569416400
821,8431.59,44.27,1569417300
822,8389.99,-0.01,1569418200
823,8393.68,18.33,1569419100
824,8436.79,-2.13,1569420000
825,8421.06,-0.73,1569420900
826,8400.89,-1.8,1569421800
827,8370.48,-0.2,1569422700
828,8381.72,1.12,1569423600
829,8378.56,-16.44,1569424500
830,8366.44,-3.67,1569425400
831,8299.95,6.67,1569426300
832,8273,-43,1569427200
833,8319.84,35.88,1569428100
834,8296.48,2.82,1569429000
835,8346.61,51.19,1569429900
836,8380.35,12.4,1569430800
837,8357.24,0.13,1569431700
838,8340,-0.02,1569432600
839,8371.06,31.06,1569433500
840,8380.55,5.66,1569434400
841,8351.35,1.31,1569435300
842,8354.34,14.88,1569436200
843,8344.57,2.81,1569437100
844,8330,11.11,1569438000
845,8346.05,1.65,1569438900
846,8338.2,10.08,1569439800
847,8348.64,1.68,1569440700
848,8382.07,-5.94,1569441600
849,8475.48,0.48,1569442500
850,8460.29,-0.85,1569443400
851,8495.12,-0.65,1569444300
852,8476.41,-3.59,1569445200
853,8548.37,4.73,1569446100
854,8533.55,-14.81,1569447000
855,8575.52,-0.07,1569447900
856,8551.3,-64.98,1569448800
857,8501.5,1.36,1569449700
858,8476.96,7.87,1569450600
859,8434.94,3.2,1569451500
860,8381.5,44.68,1569452400
861,8388.6,0.62,1569453300
862,8436.55,25.88,1569454200
